date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:04	86351/86351	---M--	200	added ('OK')	application/javascript	etag:%223b40122-1514f-57b5224f049f5%22	http://phantom-themes.com/flatify/theme/assets/plugins/jquery/jquery-3.1.0.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/jquery/jquery-3.1.0.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:10	6234/6234	---M--	200	added ('OK')	application/javascript	etag:%223b40162-185a-57b52262de6f3%22	http://phantom-themes.com/flatify/theme/assets/plugins/waves/waves.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/waves/waves.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:11	8392/8392	---M--	200	added ('OK')	application/javascript	etag:%223b401ba-20c8-57b5228500c23%22	http://phantom-themes.com/flatify/theme/assets/plugins/uniform/js/jquery.uniform.standalone.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/uniform/js/jquery.uniform.standalone.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:12	24502/24502	---M--	200	added ('OK')	application/javascript	etag:%223b4016b-5fb6-57b522654722f%22	http://phantom-themes.com/flatify/theme/assets/plugins/switchery/switchery.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/switchery/switchery.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:16	6891/6891	---M--	200	added ('OK')	application/javascript	etag:%223b4014a-1aeb-57b52258258c4%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.time.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.time.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:16	1187/1187	---M--	200	added ('OK')	application/javascript	etag:%223b40127-4a3-57b5225096b95%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.symbol.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.symbol.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:17	2344/2344	---M--	200	added ('OK')	application/javascript	etag:%223b40130-928-57b52252782bf%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.resize.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.resize.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:19	7412/7412	---M--	200	added ('OK')	application/javascript	etag:%223b40141-1cf4-57b52255d92a8%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.tooltip.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.tooltip.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:22	52966/52966	---M--	200	added ('OK')	application/javascript	etag:%223b40134-cee6-57b522536b94c%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:22	12183/12183	---M--	200	added ('OK')	application/javascript	etag:%223b4012b-2f97-57b5225168711%22	http://phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.pie.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/flot/jquery.flot.pie.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:25	12363/12363	---M--	200	added ('OK')	application/javascript	etag:%223b40123-304b-57b5224f5668f%22	http://phantom-themes.com/flatify/theme/assets/plugins/pace/pace.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/pace/pace.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:27	5845/5845	---M--	200	added ('OK')	application/javascript	etag:%223b400d0-16d5-57b52228004ac%22	http://phantom-themes.com/flatify/theme/assets/js/flatifytheme.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/js/flatifytheme.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:28	3082/3082	---M--	200	added ('OK')	application/javascript	etag:%223b40191-c0a-57b5227149205%22	http://phantom-themes.com/flatify/theme/assets/js/pages/dashboard.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/js/pages/dashboard.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:32	151708/151708	---M--	200	added ('OK')	application/javascript	etag:%223b40155-2509c-57b5225de3869%22	http://phantom-themes.com/flatify/theme/assets/plugins/d3/d3.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/d3/d3.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:44	215800/215800	---M--	200	added ('OK')	application/javascript	etag:%223b400ff-34af8-57b5224113065%22	http://phantom-themes.com/flatify/theme/assets/plugins/nvd3/nv.d3.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/nvd3/nv.d3.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:46	157843/157843	---M--	200	added ('OK')	application/javascript	etag:%223b4010c-26893-57b52246599e0%22	http://phantom-themes.com/flatify/theme/assets/plugins/chartjs/chart.min.js	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/chartjs/chart.min.js	(from http://phantom-themes.com/flatify/theme/templates/admin1/index.html)
16:53:56	558884/558884	---M--	200	added ('OK')	image/svg+xml	etag:%223b401ee-88724-57b52294afabb%22	http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon.svg?fo3jum	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon7c04.svg	(from http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/style.css)
16:54:03	32821/32821	---M--	200	added ('OK')	image/png	etag:%223b40244-8035-57b522b618727%22	http://phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/sprite.png	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/sprite.png	(from http://phantom-themes.com/flatify/theme/assets/plugins/uniform/css/default.css)
16:54:03	143/143	---M--	200	added ('OK')	image/png	etag:%223b40243-8f-57b522b5c33dd%22	http://phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/bg-input.png	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/bg-input.png	(from http://phantom-themes.com/flatify/theme/assets/plugins/uniform/css/default.css)
16:54:04	143/143	---M--	200	added ('OK')	image/png	etag:%223b40241-8f-57b522b5536cb%22	http://phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/bg-input-focus.png	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/uniform/images/default/bg-input-focus.png	(from http://phantom-themes.com/flatify/theme/assets/plugins/uniform/css/default.css)
16:54:06	210828/210828	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223b401ed-3378c-57b52293d817f%22	http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon.eot?fo3jum	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon7c04.eot	(from http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/style.css)
16:54:10	210664/210664	---M--	200	added ('OK')	font/ttf	etag:%223b401eb-336e8-57b522931e4d3%22	http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon.ttf?fo3jum	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon7c04.ttf	(from http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/style.css)
16:54:22	210740/210740	---M--	200	added ('OK')	font/woff	etag:%223b401ec-33734-57b5229373c05%22	http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon.woff?fo3jum	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/plugins/icomoon/fonts/icomoon7c04.woff	(from http://phantom-themes.com/flatify/theme/assets/plugins/icomoon/style.css)
16:54:22	357/357	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Dec%202018%2011:24:15%20GMT	http://phantom-themes.com/flatify/theme/assets/images/login-bg.png	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/assets/images/login-bg.4e.delayed	(from http://phantom-themes.com/flatify/theme/assets/css/flatifytheme.min.css)
16:54:23	358/358	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Dec%202018%2011:24:16%20GMT	http://phantom-themes.com/flatify/theme/templates/admin1/inbox.html	C:/My%20Web%20Sites/demo/phantom-themes.com/flatify/theme/templates/admin1/inbox.html	(from http://phantom-themes.com/flatify/theme/templates/admin1/email.html)
